Season,Name,Position,Draft.Eligible,Team,Birth Date,GP,EVG,EVA1,EVA2,EVPTS,Team.EVPTS,OI.EVGF,OI.EVGA,EVGF.PERC,TEAM.EVGF.PERC,EVGF.PERC.REL,PRIMARY.EVPTS,TEAM.PRIMARY.EVPTS,PERC.TEAM.EVPrPTS,IPP.EV,IPPP.EV
2017-18 Regular Season,Cam Hillis,F,Y,Guelph Storm,2000-06-24,60,8,17,11,36,411,52,59,0.47,0.46,0.01,25,301,0.08,0.69,0.48
2017-18 Regular Season,Keegan Stevenson,F,N,Guelph Storm,2000-12-31,61,4,3,2,9,411,20,16,0.56,0.46,0.1,7,301,0.02,0.45,0.35
2017-18 Regular Season,Tag Bertuzzi,F,N,Guelph Storm,2001-02-18,41,2,6,1,9,411,12,26,0.32,0.46,-0.14,8,301,0.03,0.75,0.67
2017-18 Regular Season,Andrei Svechnikov,F,Y,Barrie Colts,2000-03-26,44,26,12,4,42,545,56,28,0.67,0.52,0.15,38,398,0.1,0.75,0.68
2017-18 Regular Season,Alexey Lipanov,F,N,Barrie Colts,1999-08-17,55,5,8,5,18,366,34,35,0.49,0.47,0.02,13,276,0.05,0.53,0.38
2017-18 Regular Season,Luke Bignell,F,N,Barrie Colts,2000-11-03,56,7,1,3,11,545,20,22,0.48,0.52,-0.04,8,398,0.02,0.55,0.4
2017-18 Regular Season,Sam Rhodes,F,Y,Barrie Colts,2000-02-19,45,3,0,0,3,545,11,14,0.44,0.52,-0.08,3,398,0.01,0.27,0.27
2017-18 Regular Season,Ryan Suzuki,F,N,Barrie Colts,2001-05-28,64,12,15,7,34,545,52,35,0.6,0.52,0.08,27,398,0.07,0.65,0.52
2017-18 Regular Season,Mathew Hill,D,N,Barrie Colts,2001-05-01,30,1,1,1,3,545,19,13,0.59,0.52,0.07,2,398,0.01,0.16,0.11
2017-18 Regular Season,Nathan Allensen,D,N,Barrie Colts,2001-05-03,55,2,3,8,13,545,38,30,0.56,0.52,0.04,5,398,0.01,0.34,0.13
2017-18 Regular Season,Victor Hadfield,D,N,Barrie Colts,2000-09-21,27,0,0,0,0,545,8,7,0.53,0.52,0.01,0,398,0,0,0
2017-18 Regular Season,Zachary Snow,D,N,Sudbury Wolves,1999-02-17,9,0,0,0,0,366,1,2,0.33,0.47,-0.14,0,276,0,0,0
2017-18 Regular Season,Ethan Keppen,F,N,Flint Firebirds,2001-03-20,63,9,3,3,15,320,24,41,0.37,0.42,-0.05,12,247,0.05,0.62,0.5
2017-18 Regular Season,Jack Wismer,F,Y,Flint Firebirds,2000-02-24,67,7,7,1,15,320,28,43,0.39,0.42,-0.03,14,247,0.06,0.54,0.5
2017-18 Regular Season,Nikita Alexandrov,D,N,Flint Firebirds,1999-05-18,58,2,1,0,3,320,21,57,0.27,0.42,-0.15,3,247,0.01,0.14,0.14
2017-18 Regular Season,Marcus Gretz,D,N,Flint Firebirds,2001-11-22,45,0,2,1,3,320,21,43,0.33,0.42,-0.09,2,247,0.01,0.14,0.1
2017-18 Regular Season,Zack Pilon,D,N,Flint Firebirds,2000-11-28,43,0,1,1,2,320,13,19,0.41,0.42,-0.01,1,247,0,0.15,0.08
2017-18 Regular Season,Hugo Leufvenius,F,N,Sarnia Sting,1999-03-26,68,13,18,7,38,553,55,37,0.6,0.55,0.05,31,411,0.08,0.69,0.56
2017-18 Regular Season,Mason Primeau,F,N,Guelph Storm,2001-07-28,60,7,4,2,13,411,18,26,0.41,0.46,-0.05,11,301,0.04,0.72,0.61
2017-18 Regular Season,Thomas Harley,D,N,Mississauga Steelheads,2001-08-19,62,0,6,6,12,423,40,42,0.49,0.52,-0.03,6,309,0.02,0.3,0.15
2017-18 Regular Season,Merrick Rippon,D,Y,Mississauga Steelheads,2000-04-27,68,4,9,4,17,423,49,47,0.51,0.52,-0.01,13,309,0.04,0.35,0.27
2017-18 Regular Season,Keean Washkurak,F,N,Mississauga Steelheads,2001-08-16,61,5,5,3,13,423,24,26,0.48,0.52,-0.04,10,309,0.03,0.54,0.42
2017-18 Regular Season,Cole Schwindt,F,N,Mississauga Steelheads,2001-04-25,66,6,5,5,16,423,24,27,0.47,0.52,-0.05,11,309,0.04,0.67,0.46
2017-18 Regular Season,Jake Gravelle,D,Y,Hamilton Bulldogs,2000-05-01,9,0,0,0,0,468,1,4,0.2,0.55,-0.35,0,340,0,0,0
2017-18 Regular Season,Isaac Walker,D,Y,Mississauga Steelheads,2000-03-16,58,0,1,3,4,423,24,28,0.46,0.52,-0.06,1,309,0,0.17,0.04
2017-18 Regular Season,Adam Varga,F,N,Mississauga Steelheads,2001-06-07,46,1,3,0,4,423,5,14,0.26,0.52,-0.26,4,309,0.01,0.8,0.8
2017-18 Regular Season,Nicholas Porco,F,N,Saginaw Spirit,2001-03-12,57,3,3,4,10,365,20,42,0.32,0.46,-0.14,6,267,0.02,0.5,0.3
2017-18 Regular Season,Aidan Prueter,F,N,Saginaw Spirit,2001-12-21,63,2,3,5,10,365,17,31,0.35,0.46,-0.11,5,267,0.02,0.59,0.29
2017-18 Regular Season,Duncan Penman,D,N,Saginaw Spirit,2001-07-05,55,3,3,3,9,365,29,35,0.45,0.46,-0.01,6,267,0.02,0.31,0.21
2017-18 Regular Season,Blade Jenkins,F,Y,Saginaw Spirit,2000-08-11,68,16,17,5,38,365,46,58,0.44,0.46,-0.02,33,267,0.12,0.83,0.72
2017-18 Regular Season,Caleb Everett,D,Y,Saginaw Spirit,2000-01-20,58,5,6,4,15,365,34,45,0.43,0.46,-0.03,11,267,0.04,0.44,0.32
2017-18 Regular Season,Tom Bappert,D,N,Saginaw Spirit,1999-01-16,16,0,0,1,1,365,8,12,0.4,0.46,-0.06,0,267,0,0.12,0
2017-18 Regular Season,Travis Mailhot,D,Y,North Bay Battalion,2000-01-17,30,0,0,0,0,371,5,6,0.45,0.47,-0.02,0,281,0,0,0
2017-18 Regular Season,Kurtis Evans,F,N,North Bay Battalion,2001-04-21,33,1,0,0,1,371,3,10,0.23,0.47,-0.24,1,281,0,0.33,0.33
2017-18 Regular Season,Payton Vescio,D,N,North Bay Battalion,2001-03-20,1,0,0,0,0,371,2,0,1,0.47,0.53,0,281,0,0,0
2017-18 Regular Season,Simon Rose,D,N,North Bay Battalion,2001-03-23,39,0,0,1,1,371,10,14,0.42,0.47,-0.05,0,281,0,0.1,0
2017-18 Regular Season,Cole Resnick,F,N,Oshawa Generals,1999-04-21,23,0,1,1,2,435,8,10,0.44,0.5,-0.06,1,322,0,0.25,0.12
2017-18 Regular Season,Patrick Brown,F,Y,North Bay Battalion,2000-03-21,53,1,2,2,5,371,7,20,0.26,0.47,-0.21,3,281,0.01,0.71,0.43
2017-18 Regular Season,Kyle Harris,F,N,Flint Firebirds,2001-04-12,60,5,3,3,11,320,18,46,0.28,0.42,-0.14,8,247,0.03,0.61,0.44
2017-18 Regular Season,Jack York,D,N,Kitchener Rangers,2000-09-17,57,3,2,3,8,479,34,24,0.59,0.54,0.05,5,352,0.01,0.24,0.15
2017-18 Regular Season,Alexandre Hogue,D,N,Sarnia Sting,2001-02-14,30,0,1,0,1,553,14,12,0.54,0.55,-0.01,1,411,0,0.07,0.07
2017-18 Regular Season,Marko Jakovljevic,D,N,Sarnia Sting,2000-11-24,27,1,2,1,4,553,23,11,0.68,0.55,0.13,3,411,0.01,0.17,0.13
2017-18 Regular Season,Colton Kammerer,D,N,Sarnia Sting,2001-10-21,39,1,4,1,6,553,28,21,0.57,0.55,0.02,5,411,0.01,0.21,0.18
2017-18 Regular Season,Brayden Guy,F,N,Sarnia Sting,2001-03-03,42,8,1,0,9,553,16,17,0.48,0.55,-0.07,9,411,0.02,0.56,0.56
2017-18 Regular Season,Jamieson Rees,F,N,Sarnia Sting,2001-02-26,46,3,10,2,15,553,22,18,0.55,0.55,0,13,411,0.03,0.68,0.59
2017-18 Regular Season,Robert Calisti,D,N,Sault Ste. Marie Greyhounds,2001-01-25,6,0,0,0,0,568,2,1,0.67,0.54,0.13,0,411,0,0,0
2017-18 Regular Season,Hayden Fowler,F,N,Erie Otters,2001-09-24,61,8,6,5,19,568,27,24,0.53,0.54,-0.01,14,411,0.03,0.7,0.52
2017-18 Regular Season,Ryan Roth,F,Y,Sault Ste. Marie Greyhounds,2000-07-20,68,12,7,6,25,568,53,24,0.69,0.54,0.15,19,411,0.05,0.47,0.36
2017-18 Regular Season,Keeghan Howdeshell,F,N,Sault Ste. Marie Greyhounds,1998-02-24,61,11,10,5,26,568,50,28,0.64,0.54,0.1,21,411,0.05,0.52,0.42
2017-18 Regular Season,Joe Carroll,F,N,Sault Ste. Marie Greyhounds,2001-02-01,53,8,5,2,15,568,23,26,0.47,0.54,-0.07,13,411,0.03,0.65,0.57
2017-18 Regular Season,Thomas Stevenson,D,Y,Windsor Spitfires,1999-10-14,67,3,3,2,8,418,43,57,0.43,0.51,-0.08,6,311,0.02,0.19,0.14
2017-18 Regular Season,Louka Henault,D,N,Windsor Spitfires,2001-01-31,42,0,0,2,2,418,10,16,0.38,0.51,-0.13,0,311,0,0.2,0
2017-18 Regular Season,Nathan Staios,D,N,Windsor Spitfires,2001-05-17,54,3,3,4,10,418,39,33,0.54,0.51,0.03,6,311,0.02,0.26,0.15
2017-18 Regular Season,Jordan Frasca,F,N,Windsor Spitfires,2001-07-05,11,1,1,0,2,418,7,2,0.78,0.51,0.27,2,311,0.01,0.29,0.29
2017-18 Regular Season,William Sirman,F,Y,Windsor Spitfires,1999-11-03,66,6,9,4,19,418,36,29,0.55,0.51,0.04,15,311,0.05,0.53,0.42
2017-18 Regular Season,Igor Larionov,F,N,Windsor Spitfires,1998-08-24,32,4,9,6,19,418,26,14,0.65,0.51,0.14,13,311,0.04,0.73,0.5
2017-18 Regular Season,Mathew MacDougall,F,Y,Windsor Spitfires,2000-01-23,66,14,8,5,27,418,45,53,0.46,0.51,-0.05,22,311,0.07,0.6,0.49
2017-18 Regular Season,Jake Smith,F,N,Windsor Spitfires,1997-07-03,59,12,14,5,31,418,41,45,0.48,0.51,-0.03,26,311,0.08,0.76,0.63
2017-18 Regular Season,John Parker-Jones,F,Y,Peterborough Petes,2000-04-07,41,2,1,1,4,363,5,10,0.33,0.45,-0.12,3,278,0.01,0.8,0.6
2017-18 Regular Season,Daniel D'Amico,F,N,Windsor Spitfires,2001-01-25,59,10,6,1,17,418,27,21,0.56,0.51,0.05,16,311,0.05,0.63,0.59
2017-18 Regular Season,Kirill Kozhevnikov,F,N,Windsor Spitfires,1999-01-26,33,3,2,1,6,418,7,8,0.47,0.51,-0.04,5,311,0.02,0.86,0.71
2017-18 Regular Season,Lev Starikov,D,N,Windsor Spitfires,2000-09-17,66,5,3,5,13,418,49,34,0.59,0.51,0.08,8,311,0.03,0.27,0.16
2017-18 Regular Season,Evan Brand,D,N,Kingston Frontenacs,2001-03-14,27,0,0,1,1,444,3,4,0.43,0.54,-0.11,0,323,0,0.33,0
2017-18 Regular Season,Cody Morgan,F,N,Kingston Frontenacs,2001-02-01,63,9,7,4,20,418,31,33,0.48,0.51,-0.03,16,311,0.05,0.65,0.52
2017-18 Regular Season,Bryan Laureigh,F,Y,Kingston Frontenacs,2000-06-16,57,3,3,0,6,444,10,19,0.34,0.54,-0.2,6,323,0.02,0.6,0.6
2017-18 Regular Season,Philip Tomasino,F,N,Niagara IceDogs,2001-07-28,61,5,13,5,23,432,33,42,0.44,0.49,-0.05,18,316,0.06,0.7,0.55
2017-18 Regular Season,Andrew Bruder,F,Y,Niagara IceDogs,2000-08-16,52,4,3,4,11,432,16,18,0.47,0.49,-0.02,7,316,0.02,0.69,0.44
2017-18 Regular Season,Ian Martin,F,N,Niagara IceDogs,2001-01-27,24,2,0,2,4,432,6,7,0.46,0.49,-0.03,2,316,0.01,0.67,0.33
2017-18 Regular Season,Billy Constantinou,D,N,Niagara IceDogs,2001-03-25,45,3,5,3,11,432,27,31,0.47,0.49,-0.02,8,316,0.03,0.41,0.3
2017-18 Regular Season,Daniel Nardi,D,N,Niagara IceDogs,2001-03-27,3,0,0,0,0,432,0,1,0,0.49,-0.49,0,316,0,,
2017-18 Regular Season,Ryan Stepien,F,N,Saginaw Spirit,2001-09-19,50,10,4,1,15,365,21,23,0.48,0.46,0.02,14,267,0.05,0.71,0.67
2017-18 Regular Season,Joseph Rupoli,D,Y,Oshawa Generals,2000-05-24,9,0,0,1,1,435,4,2,0.67,0.5,0.17,0,322,0,0.25,0
2017-18 Regular Season,Camaryn Baber,F,N,Saginaw Spirit,2001-04-04,11,1,2,0,3,365,5,2,0.71,0.46,0.25,3,267,0.01,0.6,0.6
2017-18 Regular Season,Ben Badalamenti,F,Y,Saginaw Spirit,2000-02-06,34,4,1,1,6,365,7,12,0.37,0.46,-0.09,5,267,0.02,0.86,0.71
2017-18 Regular Season,Dylan D'Agostino,F,Y,Hamilton Bulldogs,2000-07-22,2,0,0,0,0,468,1,2,0.33,0.55,-0.22,0,340,0,0,0
2017-18 Regular Season,Emmett Sproule,F,N,Erie Otters,2001-03-19,56,5,6,2,13,429,19,34,0.36,0.47,-0.11,11,314,0.04,0.68,0.58
2017-18 Regular Season,Stephane Patry,F,Y,Erie Otters,2000-02-18,50,4,4,3,11,429,23,22,0.51,0.47,0.04,8,314,0.03,0.48,0.35
2017-18 Regular Season,Joseph Mack,F,Y,Erie Otters,2000-01-06,51,6,2,3,11,429,17,24,0.41,0.47,-0.06,8,314,0.03,0.65,0.47
2017-18 Regular Season,Chad Yetman,F,Y,Erie Otters,2000-02-18,56,8,4,2,14,429,25,34,0.42,0.47,-0.05,12,314,0.04,0.56,0.48
2017-18 Regular Season,Maxim Golod,F,Y,Erie Otters,2000-08-18,61,9,13,5,27,429,39,45,0.46,0.47,-0.01,22,314,0.07,0.69,0.56
2017-18 Regular Season,Kurtis Henry,D,Y,Erie Otters,2000-04-14,44,1,2,4,7,429,30,43,0.41,0.47,-0.06,3,314,0.01,0.23,0.1
2017-18 Regular Season,Alexey Toropchenko,F,N,Guelph Storm,1999-06-25,66,13,9,8,30,411,48,53,0.48,0.46,0.02,22,301,0.07,0.62,0.46
2017-18 Regular Season,Anthony Aguanno,D,N,Guelph Storm,2001-03-18,7,0,0,0,0,411,3,2,0.6,0.46,0.14,0,301,0,0,0
2017-18 Regular Season,Mark Woolley,D,N,Guelph Storm,2001-11-26,66,2,4,2,8,411,27,40,0.4,0.46,-0.06,6,301,0.02,0.3,0.22
2017-18 Regular Season,Lucas Peric,D,N,Ottawa 67's,2001-01-08,57,2,1,0,3,402,25,32,0.44,0.47,-0.03,3,304,0.01,0.12,0.12
2017-18 Regular Season,Nikita Okhotyuk,D,N,Ottawa 67's,2000-12-04,53,5,1,4,10,402,37,36,0.51,0.47,0.04,6,304,0.02,0.27,0.16
2017-18 Regular Season,Zack Trott,F,Y,Sault Ste. Marie Greyhounds,2000-05-10,38,2,0,1,3,568,7,11,0.39,0.54,-0.15,2,411,0,0.43,0.29
2017-18 Regular Season,Phil Caron,D,Y,Sault Ste. Marie Greyhounds,2000-07-23,24,0,0,2,2,568,9,5,0.64,0.54,0.1,0,411,0,0.22,0
2017-18 Regular Season,Cole MacKay,F,N,Sault Ste. Marie Greyhounds,2001-06-13,42,5,4,5,14,568,24,21,0.53,0.54,-0.01,9,411,0.02,0.58,0.38
2017-18 Regular Season,Brett Jacklin,F,Y,Sault Ste. Marie Greyhounds,2000-02-21,49,4,4,1,9,568,17,7,0.71,0.54,0.17,8,411,0.02,0.53,0.47
2017-18 Regular Season,Igor Chibrikov,D,N,Owen Sound Attack,2001-11-30,41,1,4,2,7,529,17,13,0.57,0.53,0.04,5,389,0.01,0.41,0.29
2017-18 Regular Season,Jackson Doherty,F,Y,Owen Sound Attack,2000-08-22,53,6,1,2,9,529,22,22,0.5,0.53,-0.03,7,389,0.02,0.41,0.32
2017-18 Regular Season,Marino Moro,F,Y,Owen Sound Attack,2000-02-03,37,1,4,1,6,529,13,15,0.46,0.53,-0.07,5,389,0.01,0.46,0.38
2017-18 Regular Season,Mitchell Russell,F,N,Owen Sound Attack,2001-03-06,59,3,3,1,7,529,16,18,0.47,0.53,-0.06,6,389,0.02,0.44,0.38
2017-18 Regular Season,Liam Whittaker,D,N,London Knights,2001-06-06,1,0,0,1,1,395,1,0,1,0.48,0.52,0,291,0,1,0
2017-18 Regular Season,Cameron Gaylor,F,Y,Mississauga Steelheads,1999-11-19,42,3,0,1,4,423,6,16,0.27,0.52,-0.25,3,309,0.01,0.67,0.5
2017-18 Regular Season,Nicholas Canade,F,Y,Mississauga Steelheads,2000-03-07,63,3,3,4,10,423,17,25,0.4,0.52,-0.12,6,309,0.02,0.59,0.35
2017-18 Regular Season,Oliver True,F,Y,Ottawa 67's,2000-05-04,58,4,5,2,11,402,17,22,0.44,0.47,-0.03,9,304,0.03,0.65,0.53
2017-18 Regular Season,Seva Losev,F,Y,Ottawa 67's,2000-06-13,30,2,1,0,3,402,5,10,0.33,0.47,-0.14,3,304,0.01,0.6,0.6
2017-18 Regular Season,Mason Hardy,D,Y,Mississauga Steelheads,2000-04-03,32,0,2,0,2,423,6,5,0.55,0.52,0.03,2,309,0.01,0.33,0.33
2017-18 Regular Season,Nolan Hutcheson,F,Y,Sudbury Wolves,2000-06-26,62,7,4,4,15,366,24,32,0.43,0.47,-0.04,11,276,0.04,0.62,0.46
2017-18 Regular Season,Anthony Tabak,F,N,Sudbury Wolves,2001-12-06,51,6,4,4,14,366,26,30,0.46,0.47,-0.01,10,276,0.04,0.54,0.38
2017-18 Regular Season,Emmett Serensits,D,Y,Sudbury Wolves,2000-01-07,61,2,3,1,6,366,23,37,0.38,0.47,-0.09,5,276,0.02,0.26,0.22
2017-18 Regular Season,Liam Ross,D,N,Sudbury Wolves,2001-05-13,60,4,1,3,8,366,34,52,0.4,0.47,-0.07,5,276,0.02,0.24,0.15
2017-18 Regular Season,Zack Malik,D,Y,Sudbury Wolves,2000-08-03,32,0,4,0,4,366,24,30,0.44,0.47,-0.03,4,276,0.01,0.17,0.17
2017-18 Regular Season,Blake Murray,F,N,Sudbury Wolves,2001-07-05,57,11,10,7,28,366,36,44,0.45,0.47,-0.02,21,276,0.08,0.78,0.58
2017-18 Regular Season,Blake McConville,F,Y,Sudbury Wolves,2000-04-03,45,1,1,0,2,366,9,28,0.24,0.47,-0.23,2,276,0.01,0.22,0.22
2017-18 Regular Season,Mitchell Hewitson,F,Y,Oshawa Generals,2000-05-11,27,1,0,0,1,435,3,9,0.25,0.5,-0.25,1,322,0,0.33,0.33
2017-18 Regular Season,Noah Serre,F,N,Sudbury Wolves,1998-07-25,1,1,0,0,1,366,1,2,0.33,0.47,-0.14,1,276,0,1,1
2017-18 Regular Season,Alec Regula,D,Y,London Knights,2000-08-06,67,6,4,10,20,395,62,52,0.54,0.48,0.06,10,291,0.03,0.32,0.16
2017-18 Regular Season,Shane Collins,D,N,London Knights,1997-02-20,58,3,3,6,12,395,43,39,0.52,0.48,0.04,6,291,0.02,0.28,0.14
2017-18 Regular Season,Adam Kadlec,F,N,Oshawa Generals,1999-09-03,25,0,2,1,3,418,8,9,0.47,0.51,-0.04,2,311,0.01,0.38,0.25
2017-18 Regular Season,Rasmus Sandin,D,Y,Sault Ste. Marie Greyhounds,2000-03-07,51,8,6,14,28,568,75,46,0.62,0.54,0.08,14,411,0.03,0.37,0.19
2017-18 Regular Season,Luke Drewitt,F,N,Kingston Frontenacs,2001-09-27,6,1,0,0,1,444,2,1,0.67,0.54,0.13,1,323,0,0.5,0.5
2017-18 Regular Season,Levi Siau,F,N,Sudbury Wolves,2001-04-01,9,0,0,1,1,366,2,3,0.4,0.47,-0.07,0,276,0,0.5,0
2017-18 Regular Season,Hayden Johnston,D,Y,Windsor Spitfires,2000-06-07,4,0,1,0,1,418,1,0,1,0.51,0.49,1,311,0,1,1
2017-18 Regular Season,Jake Goldowski,F,Y,Saginaw Spirit,2000-05-07,40,7,6,2,15,365,22,25,0.47,0.46,0.01,13,267,0.05,0.68,0.59
2017-18 Regular Season,Eric Uba,F,N,Flint Firebirds,2000-12-17,4,0,0,1,1,320,1,1,0.5,0.42,0.08,0,247,0,1,0
2017-18 Regular Season,Ashton Reesor,D,N,Sarnia Sting,2001-01-12,1,0,0,0,0,553,1,0,1,0.55,0.45,0,411,0,0,0
2017-18 Regular Season,Mason Millman,D,N,Saginaw Spirit,2001-07-18,6,0,0,0,0,365,2,3,0.4,0.46,-0.06,0,267,0,0,0
2017-18 Regular Season,Michael Vukojevic,D,N,Kitchener Rangers,2001-06-08,24,1,3,1,5,479,16,15,0.52,0.54,-0.02,4,352,0.01,0.31,0.25
2017-18 Regular Season,Mitch Eliot,D,N,Sarnia Sting,1998-02-06,16,2,1,0,3,553,19,18,0.51,0.55,-0.04,3,411,0.01,0.16,0.16
2017-18 Regular Season,Jake Partridge,F,N,Peterborough Petes,2001-04-18,4,0,0,0,0,363,0,2,0,0.45,-0.45,0,278,0,,
